,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,prediction
3332,0.8,0.99,3,158,3,0,0,0,sales,low,0.028291271
3333,0.28,0.79,5,202,5,0,0,0,accounting,low,0.053642914
3334,0.86,0.58,4,220,5,0,0,0,technical,low,0.053642914
3335,0.94,0.92,3,187,2,0,0,0,marketing,low,0.028291271
3336,0.8,0.76,3,270,2,1,0,0,marketing,low,0.028291271
3337,0.13,0.63,6,219,6,0,0,0,marketing,low,0.053642914
3338,0.95,0.73,3,243,3,1,0,0,sales,medium,0.028291271
3339,0.93,0.88,4,261,4,0,0,0,sales,medium,0.028291271
3340,0.86,0.81,4,179,3,0,0,0,sales,medium,0.028291271
3341,0.67,0.93,5,133,2,0,0,0,sales,medium,0.028291271
3342,0.62,0.92,4,198,2,0,0,0,sales,medium,0.028291271
3343,0.53,0.81,5,135,2,0,0,0,sales,medium,0.028291271
3344,0.66,0.92,3,177,3,0,0,0,sales,medium,0.028291271
3345,0.57,0.39,3,193,6,0,0,0,sales,medium,0.053642914
3346,0.64,0.78,5,148,4,0,0,0,sales,high,0.028291271
3347,0.71,0.58,3,194,4,0,0,0,sales,low,0.028291271
3348,0.94,0.7,3,271,4,0,0,0,sales,medium,0.028291271
3349,0.8,0.85,3,135,2,0,0,0,sales,medium,0.028291271
3350,0.59,0.94,4,136,2,0,0,0,sales,medium,0.028291271
3351,0.95,0.7,6,243,3,0,0,0,sales,medium,0.028291271
3352,1,0.39,2,210,5,0,0,0,sales,low,0.053642914
3353,0.53,0.59,3,163,4,0,0,0,accounting,low,0.028291271
3354,0.21,0.93,4,260,3,0,0,0,hr,low,0.028291271
3355,0.21,0.85,5,153,3,0,0,0,hr,low,0.028291271
3356,0.6,0.83,4,216,2,1,0,0,hr,low,0.028291271
3357,0.92,0.78,3,218,3,0,0,0,technical,low,0.028291271
3358,0.71,0.98,5,167,3,0,0,0,technical,low,0.028291271
3359,0.69,0.83,4,264,3,0,0,0,technical,low,0.028291271
3360,0.21,0.78,4,218,6,0,0,0,technical,low,0.053642914
3361,0.81,0.92,5,255,4,1,0,0,technical,low,0.028291271
3362,0.54,0.88,3,251,2,0,0,0,technical,low,0.028291271
3363,0.63,0.87,5,248,2,0,0,0,technical,low,0.028291271
3364,0.86,0.75,5,157,4,0,0,0,support,low,0.028291271
3365,0.8,0.79,5,240,2,0,0,0,support,low,0.028291271
3366,0.88,0.98,3,152,3,0,0,0,support,medium,0.028291271
3367,0.65,0.86,4,256,2,0,0,0,support,medium,0.028291271
3368,0.99,1,3,139,2,0,0,0,support,medium,0.028291271
3369,0.88,0.93,4,195,2,0,0,0,support,medium,0.028291271
3370,0.67,0.59,3,205,5,0,0,0,support,medium,0.053642914
3371,0.36,0.71,3,100,3,0,0,0,technical,medium,0.028291271
3372,1,0.87,4,256,3,0,0,0,IT,low,0.028291271
3373,0.84,0.91,3,199,4,0,0,0,IT,medium,0.028291271
3374,0.22,0.52,5,109,4,0,0,0,product_mng,low,0.028291271
3375,0.96,0.98,5,248,3,0,0,0,product_mng,low,0.028291271
3376,0.85,0.8,4,254,2,0,0,0,product_mng,low,0.028291271
3377,0.12,0.73,6,166,3,0,0,0,IT,low,0.028291271
3378,0.93,0.84,5,266,3,0,0,0,RandD,low,0.028291271
3379,0.73,0.86,4,138,2,0,0,0,RandD,low,0.028291271
3380,0.28,0.9,4,275,6,0,0,0,marketing,low,0.625
3381,0.74,0.79,3,275,3,0,0,0,sales,low,0.028291271
3382,0.5,0.74,4,272,5,0,0,0,accounting,low,0.053642914
3383,0.83,0.85,4,201,2,1,0,0,support,low,0.028291271
3384,0.77,0.94,4,224,2,0,0,0,management,low,0.028291271
3385,0.59,0.89,5,169,2,1,0,0,marketing,low,0.028291271
3386,0.45,0.72,4,149,3,0,0,0,marketing,low,0.028291271
3387,0.76,0.97,3,271,3,0,0,0,sales,low,0.028291271
3388,0.65,0.7,3,231,3,0,0,0,sales,medium,0.028291271
3389,0.14,0.96,3,196,5,1,0,0,sales,medium,0.625
3390,0.3,0.47,2,159,4,0,0,0,sales,medium,0.028291271
3391,0.53,0.82,5,184,3,0,0,0,sales,medium,0.028291271
3392,0.66,0.89,3,257,3,0,0,0,sales,medium,0.028291271
3393,0.74,0.97,3,239,4,1,0,0,sales,medium,0.028291271
3394,0.29,0.8,5,103,6,0,0,0,sales,medium,0.053642914
3395,0.54,0.72,5,206,4,0,0,0,sales,high,0.028291271
3396,0.89,0.93,4,245,4,0,0,0,sales,medium,0.028291271
3397,0.76,0.82,4,172,3,1,0,0,sales,medium,0.028291271
3398,0.83,0.57,2,246,5,1,0,0,accounting,low,0.053642914
3399,0.55,0.6,3,145,4,0,0,0,accounting,low,0.028291271
3400,0.83,0.7,5,168,3,0,0,0,hr,low,0.028291271
3401,0.67,0.97,4,186,3,0,0,0,hr,low,0.028291271
3402,0.89,0.95,5,203,3,0,0,0,technical,low,0.028291271
3403,0.5,0.7,5,264,2,0,0,0,technical,low,0.028291271
3404,0.79,0.83,5,268,3,0,0,0,technical,low,0.028291271
3405,0.19,0.72,6,243,6,1,0,0,technical,low,0.053642914
3406,0.36,0.6,2,136,6,0,0,0,technical,low,0.053642914
3407,0.84,0.93,6,166,4,0,0,0,technical,low,0.028291271
3408,0.65,0.87,4,267,2,0,0,0,technical,low,0.028291271
3409,0.65,0.7,4,233,3,0,0,0,support,medium,0.028291271
3410,0.87,0.92,3,141,2,0,0,0,support,medium,0.028291271
3411,0.66,0.73,5,249,2,0,0,0,support,medium,0.028291271
3412,0.83,0.9,3,102,4,0,0,0,support,medium,0.028291271
3413,0.91,0.97,4,139,3,0,0,0,support,medium,0.028291271
3414,0.87,0.82,4,248,2,0,0,0,support,medium,0.028291271
3415,0.62,0.79,3,274,3,0,0,0,support,medium,0.028291271
3416,0.54,1,3,169,2,0,0,0,support,medium,0.028291271
3417,0.33,0.82,2,114,5,0,0,0,technical,high,0.625
3418,0.79,0.58,4,191,6,0,0,0,technical,low,0.053642914
3419,0.68,0.81,3,166,2,0,0,0,IT,medium,0.028291271
3420,0.52,0.7,4,247,5,0,0,0,IT,medium,0.053642914
3421,0.54,0.64,3,203,4,0,0,0,IT,medium,0.028291271
3422,0.73,0.78,4,181,4,0,0,0,IT,low,0.028291271
3423,0.49,0.74,3,229,3,1,0,0,IT,low,0.028291271
3424,0.53,0.84,3,151,3,0,0,0,product_mng,low,0.028291271
3425,0.58,0.75,4,222,3,1,0,0,product_mng,low,0.028291271
3426,0.91,0.6,4,163,5,0,0,0,IT,low,0.053642914
3427,0.53,0.78,2,138,2,0,0,0,RandD,low,0.028291271
3428,0.99,0.72,4,136,3,0,0,0,RandD,low,0.028291271
3429,0.97,0.87,3,207,4,0,0,0,RandD,low,0.028291271
3430,0.18,0.93,3,245,4,1,0,0,RandD,low,0.028291271
3431,0.83,0.93,6,130,5,0,0,0,RandD,low,0.625
3432,0.74,0.93,3,204,4,0,0,0,marketing,low,0.028291271
3433,0.97,0.91,3,246,2,0,0,0,accounting,low,0.028291271
3434,0.92,0.91,3,250,4,0,0,0,support,low,0.028291271
3435,0.94,0.7,3,176,3,0,0,0,technical,low,0.028291271
3436,1,0.98,3,177,2,0,0,0,management,low,0.028291271
3437,0.5,0.51,3,169,4,0,0,0,marketing,low,0.028291271
3438,0.77,0.89,3,142,3,0,0,0,marketing,low,0.028291271
3439,0.68,0.71,5,135,4,1,0,0,marketing,medium,0.028291271
3440,0.57,0.61,5,191,4,0,0,0,sales,medium,0.028291271
3441,0.48,0.97,3,224,6,0,0,0,sales,medium,0.625
3442,0.7,0.95,5,234,6,1,0,0,sales,medium,0.625
3443,0.83,0.77,2,186,2,0,0,0,sales,medium,0.028291271
3444,0.99,0.8,5,254,5,0,0,0,sales,medium,0.053642914
3445,0.58,0.72,4,170,2,0,0,0,sales,medium,0.028291271
3446,0.93,0.83,4,225,2,0,0,0,sales,medium,0.028291271
3447,0.52,0.98,4,148,3,0,0,0,sales,low,0.028291271
3448,0.16,0.7,5,257,4,0,0,0,sales,medium,0.028291271
3449,0.62,0.74,4,173,2,0,0,0,sales,medium,0.028291271
3450,0.49,0.49,6,188,3,0,0,0,sales,medium,0.028291271
3451,0.56,0.91,4,188,2,1,0,0,sales,low,0.028291271
3452,0.96,0.59,4,108,6,0,0,0,sales,low,0.053642914
3453,0.5,0.75,5,179,3,0,0,0,accounting,low,0.028291271
3454,0.99,0.99,4,195,2,0,0,0,accounting,low,0.028291271
3455,0.52,0.9,4,285,2,0,0,0,hr,low,0.028291271
3456,0.81,0.99,5,202,4,0,0,0,hr,low,0.028291271
3457,0.5,0.73,4,271,2,0,0,0,hr,low,0.028291271
3458,0.51,0.88,3,202,4,0,0,0,hr,low,0.028291271
3459,0.41,0.47,6,171,2,0,0,0,technical,low,0.028291271
3460,0.62,0.72,2,180,2,1,0,0,technical,low,0.028291271
3461,0.96,0.75,3,231,3,0,0,0,technical,low,0.028291271
3462,0.66,0.75,3,228,2,0,0,0,technical,low,0.028291271
3463,0.56,0.75,2,264,2,0,0,0,technical,low,0.028291271
3464,0.56,0.93,4,210,3,1,0,0,technical,low,0.028291271
3465,0.67,0.91,3,256,3,0,0,0,technical,low,0.028291271
3466,0.72,0.71,5,137,3,0,0,0,technical,low,0.028291271
3467,0.59,0.79,4,272,3,0,0,0,technical,low,0.028291271
3468,1,0.93,3,264,4,0,0,0,support,medium,0.028291271
3469,0.88,0.9,4,248,2,0,0,0,support,medium,0.028291271
3470,0.58,0.84,4,271,2,0,0,0,support,medium,0.028291271
3471,0.86,0.92,3,180,2,0,0,0,support,medium,0.028291271
3472,0.19,0.64,5,181,4,1,0,0,support,medium,0.028291271
3473,0.82,0.87,3,204,4,0,0,0,support,medium,0.028291271
3474,0.64,0.75,4,170,3,0,0,0,support,medium,0.028291271
3475,0.57,0.75,3,159,2,0,0,0,technical,medium,0.028291271
3476,0.98,0.92,3,254,3,0,0,0,technical,high,0.028291271
3477,0.89,0.87,4,209,2,0,0,0,IT,medium,0.028291271
3478,0.9,0.9,3,274,3,0,0,0,IT,low,0.028291271
3479,0.52,0.88,4,155,3,1,0,0,product_mng,low,0.028291271
3480,0.99,0.72,3,220,2,1,0,0,product_mng,low,0.028291271
3481,0.69,0.74,2,271,2,0,0,0,product_mng,low,0.028291271
3482,0.76,0.76,5,175,3,0,0,0,IT,low,0.028291271
3483,0.78,0.9,4,104,4,0,0,0,RandD,low,0.028291271
3484,0.37,0.46,3,173,6,0,0,0,RandD,medium,0.053642914
3485,0.89,0.39,6,190,3,1,0,0,RandD,medium,0.028291271
3486,0.3,0.61,3,138,5,0,0,0,sales,medium,0.053642914
3487,0.97,1,5,251,2,0,0,0,accounting,medium,0.028291271
3488,0.76,0.76,4,149,3,0,0,0,technical,medium,0.028291271
3489,0.5,0.74,4,246,3,0,0,0,management,medium,0.028291271
3490,0.56,0.63,4,204,4,0,0,0,marketing,medium,0.028291271
3491,0.99,0.77,4,184,3,0,0,0,marketing,medium,0.028291271
3492,0.65,0.94,4,174,3,0,0,0,sales,medium,0.028291271
3493,0.92,0.81,3,196,2,0,0,0,sales,medium,0.028291271
3494,0.88,0.76,3,223,3,0,0,0,sales,medium,0.028291271
3495,0.99,0.86,3,198,3,0,0,0,sales,medium,0.028291271
3496,0.96,0.93,5,141,2,1,0,0,sales,medium,0.028291271
3497,0.55,0.85,4,273,2,0,0,0,sales,medium,0.028291271
3498,0.71,0.94,4,209,3,0,0,0,sales,medium,0.028291271
3499,0.72,0.68,3,135,4,0,0,0,sales,medium,0.028291271
3500,0.49,0.74,4,104,4,0,0,0,sales,medium,0.028291271
3501,0.96,0.82,4,201,2,0,0,0,sales,high,0.028291271
3502,0.5,0.78,3,206,3,1,0,1,sales,high,0.028291271
3503,0.72,0.75,3,166,3,0,0,1,sales,high,0.028291271
3504,0.78,0.83,4,252,2,0,0,1,sales,high,0.028291271
3505,0.64,0.38,5,171,6,1,0,1,accounting,high,0.053642914
3506,0.84,0.78,5,172,2,0,0,1,accounting,high,0.028291271
3507,0.79,0.71,4,222,3,0,0,1,hr,high,0.028291271
3508,0.86,0.77,3,152,3,0,0,1,hr,low,0.028291271
3509,0.53,0.76,5,143,4,0,0,1,technical,low,0.028291271
3510,0.58,0.88,3,157,4,0,0,1,technical,low,0.028291271
3511,0.86,0.87,4,183,3,0,0,0,technical,low,0.028291271
3512,0.95,0.81,4,238,2,0,0,0,technical,low,0.028291271
3513,0.51,0.84,4,214,2,0,0,0,technical,low,0.028291271
3514,0.35,0.41,6,244,3,0,0,0,technical,low,0.028291271
3515,0.43,0.74,4,121,5,1,0,0,technical,low,0.053642914
3516,0.81,0.77,5,249,2,0,0,0,support,low,0.028291271
3517,0.77,0.83,3,204,3,0,0,0,support,low,0.028291271
3518,0.52,0.86,5,256,3,0,0,0,support,medium,0.028291271
3519,0.21,0.92,2,211,2,0,0,0,support,medium,0.028291271
3520,0.88,0.93,3,162,3,0,0,0,support,medium,0.028291271
3521,0.48,0.8,5,235,2,0,0,0,support,medium,0.028291271
3522,0.38,0.77,3,173,5,0,0,0,support,medium,0.053642914
3523,0.67,0.77,5,167,2,0,0,0,support,medium,0.028291271
3524,0.87,0.94,4,256,2,0,0,0,support,medium,0.028291271
3525,0.85,0.41,2,229,6,0,0,0,technical,medium,0.053642914
3526,0.52,0.9,5,176,3,0,0,0,technical,medium,0.028291271
3527,0.9,0.95,3,133,4,0,0,0,technical,medium,0.028291271
3528,0.61,0.97,4,198,2,0,0,0,IT,high,0.028291271
3529,0.56,0.85,5,245,3,0,0,0,IT,high,0.028291271
3530,0.28,0.97,4,102,3,0,0,0,IT,high,0.028291271
3531,0.63,0.78,4,160,2,0,0,0,product_mng,high,0.028291271
3532,0.85,0.96,3,211,2,0,0,0,product_mng,low,0.028291271
3533,0.84,0.84,6,261,5,0,0,0,product_mng,low,0.625
3534,0.51,0.78,5,225,4,0,0,0,RandD,low,0.028291271
3535,0.71,0.85,4,157,2,0,0,0,RandD,low,0.028291271
3536,0.88,0.69,3,248,4,0,0,0,RandD,low,0.028291271
3537,0.16,0.81,2,159,6,1,0,0,RandD,low,0.053642914
3538,0.98,0.86,4,254,2,1,0,0,RandD,low,0.028291271
3539,0.81,0.76,3,203,3,0,0,0,RandD,medium,0.028291271
3540,0.17,0.79,2,126,5,0,0,0,marketing,medium,0.053642914
3541,0.22,0.65,6,212,4,0,0,0,sales,medium,0.028291271
3542,0.72,0.83,5,193,2,0,0,0,support,medium,0.028291271
3543,0.67,0.91,3,147,3,0,0,0,technical,medium,0.028291271
3544,0.51,0.75,3,234,2,1,0,0,marketing,medium,0.028291271
3545,0.88,0.71,5,246,3,0,0,0,marketing,medium,0.028291271
3546,0.48,0.94,4,231,4,0,0,0,marketing,medium,0.028291271
3547,0.66,0.99,4,209,3,0,0,0,sales,medium,0.028291271
3548,0.23,0.96,2,234,4,0,0,0,sales,medium,0.028291271
3549,0.86,0.77,5,230,2,0,0,0,sales,medium,0.028291271
3550,0.81,0.99,2,156,5,0,0,0,sales,medium,0.625
3551,0.75,0.54,6,138,4,1,0,0,sales,medium,0.028291271
3552,0.49,0.89,2,233,4,1,0,0,sales,medium,0.028291271
3553,0.31,0.5,3,262,5,0,0,0,sales,medium,0.053642914
3554,0.83,0.75,6,215,5,0,0,0,sales,medium,0.053642914
3555,0.49,0.99,3,199,3,0,0,0,sales,medium,0.028291271
3556,0.57,0.92,3,238,2,0,0,0,sales,medium,0.028291271
3557,0.37,0.45,6,100,5,1,0,0,sales,medium,0.053642914
3558,0.69,0.75,3,179,2,1,0,0,sales,high,0.028291271
3559,0.62,0.98,4,107,2,0,0,0,sales,low,0.028291271
3560,0.5,0.68,4,274,4,0,0,0,sales,medium,0.028291271
3561,0.81,0.73,4,272,2,0,0,0,sales,medium,0.028291271
3562,0.2,0.41,6,264,3,0,0,0,sales,medium,0.028291271
3563,0.22,0.58,2,255,5,0,0,0,sales,medium,0.053642914
3564,0.63,0.79,5,215,2,1,0,0,accounting,medium,0.028291271
3565,0.68,0.53,3,156,4,0,0,0,accounting,medium,0.028291271
3566,0.22,0.52,6,217,6,0,0,0,hr,medium,0.053642914
3567,0.51,0.82,3,206,4,0,0,0,hr,medium,0.028291271
3568,0.66,0.92,4,239,3,0,0,0,hr,medium,0.028291271
3569,0.86,0.77,5,237,3,1,0,0,technical,low,0.028291271
3570,0.52,0.68,3,162,4,1,0,0,technical,low,0.028291271
3571,0.95,0.64,3,138,4,1,0,0,technical,low,0.028291271
3572,0.63,0.94,2,228,2,1,0,0,technical,low,0.028291271
3573,0.9,0.7,3,147,4,0,0,0,technical,low,0.028291271
3574,0.49,0.99,6,205,5,0,0,0,technical,high,0.625
3575,0.5,0.66,4,150,4,0,0,0,technical,low,0.028291271
3576,0.7,0.88,4,191,3,1,0,0,support,low,0.028291271
3577,0.5,0.85,4,150,2,0,0,0,support,high,0.028291271
3578,0.93,0.77,3,202,5,0,0,0,support,high,0.053642914
3579,0.62,0.75,3,180,3,0,0,0,support,medium,0.028291271
3580,0.66,0.94,4,198,3,1,0,0,support,medium,0.028291271
3581,0.65,0.86,4,267,2,0,0,0,support,medium,0.028291271
3582,0.89,0.84,3,166,2,0,0,0,support,high,0.028291271
3583,0.4,0.36,4,128,4,0,0,0,technical,medium,0.028291271
3584,0.36,0.44,4,114,4,0,0,0,technical,medium,0.028291271
3585,0.23,0.49,5,214,5,0,0,0,IT,high,0.053642914
3586,0.24,0.79,2,175,5,0,0,0,IT,low,0.053642914
3587,0.98,0.92,4,175,2,0,0,0,IT,medium,0.028291271
3588,0.23,0.48,3,139,4,0,0,0,IT,medium,0.028291271
3589,0.79,0.71,3,202,3,0,0,0,product_mng,medium,0.028291271
3590,0.21,0.76,4,165,6,1,0,0,product_mng,low,0.053642914
3591,0.38,0.92,5,238,2,0,0,0,product_mng,low,0.028291271
3592,0.17,0.59,4,179,4,0,0,0,product_mng,low,0.028291271
3593,0.97,0.7,5,195,2,1,0,0,RandD,low,0.028291271
3594,0.22,0.78,6,206,6,0,0,0,RandD,low,0.053642914
3595,0.84,0.88,3,194,3,0,0,0,RandD,low,0.028291271
3596,0.64,0.63,5,105,5,1,0,0,RandD,low,0.053642914
3597,0.23,0.4,6,110,4,1,0,0,marketing,low,0.028291271
3598,0.99,0.82,6,185,4,1,0,0,sales,high,0.028291271
3599,0.15,0.76,4,255,6,0,0,0,accounting,low,0.053642914
3600,0.24,0.96,3,174,6,0,0,0,support,low,0.625
3601,0.84,0.71,4,273,3,0,0,0,technical,low,0.028291271
3602,0.82,0.58,2,248,6,0,0,0,management,low,0.053642914
3603,0.17,0.86,3,286,6,0,0,0,marketing,high,0.625
3604,0.72,0.71,5,248,2,0,0,0,marketing,low,0.028291271
3605,0.86,0.91,3,234,3,1,0,0,marketing,low,0.028291271
3606,0.93,0.82,5,272,3,0,0,0,sales,high,0.028291271
3607,0.44,0.87,2,140,4,0,0,0,sales,high,0.028291271
3608,0.55,0.9,5,237,3,0,0,0,sales,medium,0.028291271
3609,0.72,0.53,5,244,4,0,0,0,sales,medium,0.028291271
3610,0.89,0.94,5,223,3,0,0,0,sales,medium,0.028291271
3611,0.58,0.79,4,149,6,0,0,0,sales,medium,0.053642914
3612,0.75,0.96,5,190,3,0,0,0,sales,medium,0.028291271
3613,0.77,0.8,4,167,3,0,0,0,sales,medium,0.028291271
3614,0.76,0.87,4,161,3,0,0,0,sales,high,0.028291271
3615,0.87,0.76,4,218,2,0,0,0,sales,low,0.028291271
3616,0.95,0.74,3,212,3,0,0,0,sales,medium,0.028291271
3617,0.2,0.56,5,181,6,0,0,0,accounting,medium,0.053642914
3618,0.55,0.43,3,120,6,1,0,0,accounting,medium,0.053642914
3619,0.21,0.53,3,229,5,0,0,0,accounting,medium,0.053642914
3620,0.91,0.74,3,139,5,1,0,0,hr,medium,0.053642914
3621,0.61,0.87,4,151,3,0,0,0,hr,medium,0.028291271
3622,0.65,0.76,4,193,2,0,0,0,hr,medium,0.028291271
3623,0.79,0.95,3,222,4,0,0,0,technical,low,0.028291271
3624,0.52,0.77,4,134,4,0,0,0,technical,low,0.028291271
3625,0.71,0.97,3,219,3,0,0,0,technical,high,0.028291271
3626,0.21,0.58,5,197,4,0,0,0,technical,low,0.028291271
3627,0.4,0.62,3,283,5,0,0,0,technical,low,0.053642914
3628,0.74,0.75,4,149,3,0,0,0,technical,low,0.028291271
3629,0.89,0.93,4,137,2,0,0,0,technical,low,0.028291271
3630,0.61,0.72,3,144,2,0,0,0,support,low,0.028291271
3631,0.48,0.54,4,105,5,1,0,0,support,low,0.053642914
3632,0.81,0.98,6,196,2,0,0,0,support,low,0.028291271
3633,0.71,0.74,3,250,3,0,0,0,support,low,0.028291271
3634,0.99,0.71,4,199,4,0,0,0,support,medium,0.028291271
3635,0.74,0.55,6,130,2,0,0,0,support,medium,0.028291271
3636,1,0.94,3,257,4,0,0,0,support,medium,0.028291271
3637,0.81,0.55,3,127,4,0,0,0,support,medium,0.028291271
3638,0.59,0.7,2,153,2,0,0,0,support,medium,0.028291271
3639,0.98,0.9,4,247,2,0,0,0,technical,medium,0.028291271
3640,0.56,0.55,3,250,4,0,0,0,technical,medium,0.028291271
3641,0.86,0.89,4,136,4,0,0,0,technical,medium,0.028291271
3642,0.68,0.96,4,255,3,0,0,0,IT,medium,0.028291271
3643,0.54,0.82,4,266,2,0,0,0,IT,medium,0.028291271
3644,0.77,0.87,5,257,2,0,0,0,product_mng,medium,0.028291271
3645,0.62,0.61,6,103,4,0,0,0,product_mng,medium,0.028291271
3646,0.58,0.57,5,105,6,0,0,0,product_mng,medium,0.053642914
3647,0.63,0.84,3,269,2,0,0,0,product_mng,low,0.028291271
3648,0.78,1,4,154,2,0,0,0,IT,low,0.028291271
3649,0.82,0.78,5,232,3,0,0,0,RandD,low,0.028291271
3650,0.73,0.86,3,215,4,0,0,0,RandD,low,0.028291271
3651,0.53,0.74,4,272,2,1,0,0,RandD,low,0.028291271
3652,0.65,0.6,4,200,4,0,0,0,RandD,low,0.028291271
3653,0.57,0.61,5,254,5,0,0,0,marketing,low,0.053642914
3654,0.93,0.76,5,187,3,0,0,0,marketing,low,0.028291271
3655,0.73,0.45,5,232,4,0,0,0,accounting,low,0.028291271
3656,0.9,0.62,3,233,5,1,0,0,technical,low,0.053642914
3657,0.67,0.89,2,173,3,0,0,0,marketing,low,0.028291271
3658,0.56,0.73,4,226,2,0,0,0,sales,low,0.028291271
3659,0.72,0.89,3,221,3,0,0,0,sales,low,0.028291271
3660,0.81,0.49,2,205,5,1,0,0,sales,low,0.053642914
3661,0.91,0.87,3,199,3,0,0,0,sales,medium,0.028291271
3662,0.51,0.96,3,192,3,0,0,0,sales,medium,0.028291271
3663,0.59,0.39,4,190,5,0,0,0,sales,medium,0.053642914
3664,0.64,0.86,5,222,3,0,0,0,sales,medium,0.028291271
3665,0.6,0.81,3,226,2,0,0,0,sales,medium,0.028291271
3666,0.75,0.71,4,209,3,0,0,0,sales,medium,0.028291271
3667,0.35,0.81,5,182,5,0,0,0,sales,high,0.053642914
3668,0.68,0.78,3,232,3,0,0,0,sales,low,0.028291271
3669,0.44,0.92,6,268,4,1,0,0,accounting,medium,0.028291271
3670,0.18,0.86,5,267,4,0,0,0,accounting,medium,0.028291271
3671,0.37,0.52,4,211,4,0,0,0,hr,low,0.028291271
3672,0.71,0.76,3,246,3,0,0,0,hr,low,0.028291271
3673,0.55,0.83,5,220,3,0,0,0,hr,low,0.028291271
3674,0.98,0.78,3,197,2,0,0,0,hr,low,0.028291271
3675,0.79,0.9,5,212,5,0,0,0,technical,low,0.625
3676,0.3,0.55,6,178,2,0,0,0,technical,low,0.028291271
3677,0.59,0.9,4,226,2,0,0,0,technical,low,0.028291271
3678,0.59,0.87,4,191,2,0,0,0,technical,low,0.028291271
3679,0.49,0.86,5,235,5,0,0,0,technical,low,0.625
3680,0.73,0.95,3,258,3,0,0,0,technical,low,0.028291271
3681,0.77,0.83,6,271,3,0,0,0,support,low,0.028291271
3682,0.45,0.62,6,129,5,0,0,0,support,low,0.053642914
3683,0.95,0.78,5,246,3,0,0,0,support,low,0.028291271
3684,0.86,0.69,5,157,4,0,0,0,support,low,0.028291271
3685,0.59,0.58,4,233,4,0,0,0,support,low,0.028291271
3686,0.7,0.92,4,142,2,1,0,0,support,medium,0.028291271
3687,0.5,0.92,3,186,2,0,0,0,support,medium,0.028291271
3688,0.76,0.92,4,154,3,0,0,0,support,medium,0.028291271
3689,0.85,0.77,5,263,3,0,0,0,support,medium,0.028291271
3690,0.98,1,5,150,3,0,0,0,technical,medium,0.028291271
3691,0.44,0.97,4,240,5,1,0,0,technical,medium,0.625
3692,0.55,0.97,3,222,2,0,0,0,management,medium,0.028291271
3693,0.16,0.8,4,140,5,1,0,0,IT,medium,0.053642914
3694,0.16,0.9,6,213,2,0,0,0,IT,medium,0.028291271
3695,0.75,1,4,272,4,1,0,0,IT,medium,0.028291271
3696,0.48,0.87,3,236,2,0,0,0,IT,low,0.028291271
3697,0.18,0.68,6,154,5,0,0,0,product_mng,medium,0.053642914
3698,0.8,0.72,3,271,2,0,0,0,product_mng,medium,0.028291271
3699,0.8,0.88,3,154,2,0,0,0,product_mng,medium,0.028291271
3700,0.15,0.52,4,207,4,0,0,0,product_mng,medium,0.028291271
3701,0.62,0.86,4,181,2,0,0,0,IT,low,0.028291271
3702,0.21,0.99,6,165,4,1,0,0,RandD,low,0.028291271
3703,0.9,0.82,3,203,2,0,0,0,RandD,low,0.028291271
3704,0.51,1,4,197,2,0,0,0,RandD,low,0.028291271
3705,0.99,0.9,4,177,3,0,0,0,RandD,low,0.028291271
3706,0.89,0.93,4,141,2,0,0,0,marketing,low,0.028291271
3707,0.84,0.85,3,243,2,0,0,0,accounting,low,0.028291271
3708,1,0.71,4,216,2,0,0,0,technical,low,0.028291271
3709,0.73,0.81,5,173,3,0,0,0,marketing,low,0.028291271
3710,0.84,0.91,3,247,4,0,0,0,marketing,low,0.028291271
3711,0.55,0.7,3,237,4,0,0,0,sales,low,0.028291271
3712,0.44,0.99,5,119,2,0,0,0,sales,low,0.028291271
3713,0.94,0.7,6,217,5,0,0,0,sales,low,0.053642914
3714,0.72,0.84,3,167,3,0,0,0,sales,medium,0.028291271
3715,0.71,0.53,6,203,3,0,0,0,sales,medium,0.028291271
3716,0.51,0.8,4,231,3,0,0,0,sales,medium,0.028291271
3717,0.52,0.83,2,227,4,0,0,0,sales,medium,0.028291271
3718,0.21,0.9,4,235,4,0,0,0,sales,medium,0.028291271
3719,0.43,0.93,6,127,3,1,0,0,sales,medium,0.028291271
3720,0.74,0.85,4,105,5,0,0,0,sales,high,0.625
3721,0.34,0.81,3,257,5,0,0,0,accounting,low,0.053642914
3722,0.7,0.79,6,145,3,0,0,0,accounting,medium,0.028291271
3723,0.97,0.51,4,241,4,0,0,0,hr,medium,0.028291271
3724,0.79,0.86,4,173,4,0,0,0,technical,low,0.028291271
3725,0.61,0.47,4,181,5,0,0,0,technical,low,0.053642914
3726,0.36,0.4,4,114,4,1,0,0,technical,low,0.028291271
3727,0.15,0.91,5,267,4,0,0,0,technical,low,0.028291271
3728,0.59,0.94,4,265,3,0,0,0,technical,low,0.028291271
3729,0.58,0.77,5,272,2,1,0,0,technical,low,0.028291271
3730,0.49,0.92,4,229,2,0,0,0,technical,low,0.028291271
3731,0.92,0.96,5,174,3,1,0,0,technical,low,0.028291271
3732,0.72,0.92,3,264,3,0,0,0,technical,low,0.028291271
3733,0.77,0.85,5,221,5,0,0,0,technical,low,0.625
3734,0.83,0.75,3,150,3,0,0,0,support,low,0.028291271
3735,0.71,0.95,3,251,3,0,0,0,support,low,0.028291271
